Commune,Population,Taux global de taxe foncière sur les propriétés bâties (TFB),Taux global de taxe foncière sur les propriétés non bâties (TFNB),Taux de cotisation foncière des entreprises (CFE),SECTEUR_CFE_Base,TARIF_M2,BASE,CFE,TFB,ZRC,Taux d'exonération,Total d'impôts à payer,libelle
MONTIGNAC LE COQ,139,"41,62","86,24","23,8",2,"51,2",179200,"33986,4","37291,52",0,0,"71277,92",47.11F Hypermarchés
MONTIGNAC-CHARENTE,726,"55,65","117,83","25,35",1,"40,8",142800,"36199,8","39734,10",0,0,"75933,90",47.11F Hypermarchés
MONTJEAN,246,"55,26","109,25","24,62",1,"40,8",142800,"35157,36","19727,82",1,50,"54885,18",47.11F Hypermarchés
MONTMERAC,732,"41,05","96,04","24,81",2,"51,2",179200,"35428,68","36780,80",0,0,"72209,48",47.11F Hypermarchés
MONTMOREAU,2664,"44,58","80,19","23,8",1,"40,8",142800,"33986,4","31830,12",0,0,"65816,52",47.11F Hypermarchés
MONTROLLET,323,"48,79","159,16","26,63",1,"40,8",142800,"38027,64","34836,06",0,0,"72863,70",47.11F Hypermarchés
MORNAC,2201,"41,51","103,07","26,53",2,"51,2",179200,"37884,84","37192,96",0,0,"75077,80",47.11F Hypermarchés
MOSNAC-SAINT-SIMEUX,1021,"42,67","92,04","25,46",1,"40,8",142800,"36356,88","30466,38",0,0,"66823,26",47.11F Hypermarchés
MOULIDARS,739,"38,28","94,58","25,46",3,"61,4",214900,"36356,88","41131,86",0,0,"77488,74",47.11F Hypermarchés
MOULINS-SUR-TARDOIRE,785,"36,44","100,68","24,76",2,"51,2",179200,"35357,28","32650,24",0,0,"68007,52",47.11F Hypermarchés
MOUTHIERS SUR BOEME,2470,"63,87","120,89","26,53",1,"40,8",142800,"37884,84","45603,18",0,0,"83488,02",47.11F Hypermarchés
MOUTON,223,"39,49","96,6","23,57",3,"61,4",214900,"33657,96","42432,01",0,0,"76089,97",47.11F Hypermarchés
MOUTONNEAU,117,"44,83","112,23","33,05",1,"40,8",142800,"47195,4","32008,62",0,0,"79204,02",47.11F Hypermarchés
MOUZON,136,"43,63","127,12","26,84",1,"40,8",142800,"38327,52","31151,82",0,0,"69479,34",47.11F Hypermarchés
NABINAUD,99,"44,18","82,82","23,8",1,"40,8",142800,"33986,4","31544,52",0,0,"65530,92",47.11F Hypermarchés
NANCLARS,211,"50,1","120,41","25,33",1,"40,8",142800,"36171,24","35771,40",0,0,"71942,64",47.11F Hypermarchés
NANTEUIL EN VALLEE,1399,"58,1","114,38","24,62",1,"40,8",142800,"35157,36","41483,40",0,0,"76640,76",47.11F Hypermarchés
NERCILLAC,1068,"44,54","91,59","25,46",1,"40,8",142800,"36356,88","31801,56",0,0,"68158,44",47.11F Hypermarchés
NERSAC,2402,"44,81","92,54","26,53",2,"51,2",179200,"37884,84","40149,76",0,0,"78034,60",47.11F Hypermarchés
NIEUIL,955,"40,79","114,39","25,66",3,"61,4",214900,"36642,48","43828,86",0,0,"80471,34",47.11F Hypermarchés
NONAC,274,"48,56","88,66","23,8",1,"40,8",142800,"33986,4","34671,84",0,0,"68658,24",47.11F Hypermarchés
ORADOUR,153,"46,4","94,84","26,2",1,"40,8",142800,"37413,6","33129,60",0,0,"70543,20",47.11F Hypermarchés
ORADOUR FANAIS,406,"47,79","140,28","28,52",1,"40,8",142800,"40726,56","34122,06",0,0,"74848,62",47.11F Hypermarchés
ORGEDEUIL,222,"35,69","119,95","24,76",1,"40,8",142800,"35357,28","25482,66",0,0,"60839,94",47.11F Hypermarchés
ORIOLLES,259,"41,34","87,65","24,81",1,"40,8",142800,"35428,68","29516,76",0,0,"64945,44",47.11F Hypermarchés
ORIVAL,155,"37,96","79,66","23,8",1,"40,8",142800,"33986,4","27103,44",0,0,"61089,84",47.11F Hypermarchés
PAIZAY-NAUDOIN-EMBOURIE,365,"57,69","102,12","24,62",1,"40,8",142800,"35157,36","41190,66",0,0,"76348,02",47.11F Hypermarchés
PALLUAUD,229,"45,75","91,88","23,8",1,"40,8",142800,"33986,4","32665,50",0,0,"66651,90",47.11F Hypermarchés
PARZAC,146,"45,79","111,94","27,28",1,"40,8",142800,"38955,84","32694,06",0,0,"71649,90",47.11F Hypermarchés
PASSIRAC,251,45,"103,3","24,81",1,"40,8",142800,"35428,68","32130,00",0,0,"67558,68",47.11F Hypermarchés
PERIGNAC,492,"49,52","83,04","24,81",1,"40,8",142800,"35428,68","35357,28",0,0,"70785,96",47.11F Hypermarchés
PILLAC,278,"46,08","87,7","23,8",1,"40,8",142800,"33986,4","32901,12",0,0,"66887,52",47.11F Hypermarchés
PLASSAC ROUFFIAC,405,"40,13","86,11","26,53",1,"40,8",142800,"37884,84","28652,82",0,0,"66537,66",47.11F Hypermarchés
PLEUVILLE,329,"41,57","114,53","25,64",1,"40,8",142800,"36613,92","29680,98",0,0,"66294,90",47.11F Hypermarchés
POULLIGNAC,90,"39,1","74,34","23,8",1,"40,8",142800,"33986,4","27917,40",0,0,"61903,80",47.11F Hypermarchés
POURSAC,211,"51,24","104,09","24,62",1,"40,8",142800,"35157,36","36585,36",0,0,"71742,72",47.11F Hypermarchés
PRANZAC,908,"47,46","118,51","24,76",1,"40,8",142800,"35357,28","33886,44",0,0,"69243,72",47.11F Hypermarchés
PRESSIGNAC,349,"39,58","120,86","24,8",1,"40,8",142800,"35414,4","28260,12",0,0,"63674,52",47.11F Hypermarchés
PUYMOYEN,2515,"49,19","107,28","26,53",1,"40,8",142800,"37884,84","35121,66",0,0,"73006,50",47.11F Hypermarchés
PUYREAUX,552,"47,57","111,07",25,3,"61,4",214900,35700,"51113,97",0,0,"86813,97",47.11F Hypermarchés
RAIX,130,"59,35","107,59","24,62",1,"40,8",142800,"35157,36","42375,90",0,0,"77533,26",47.11F Hypermarchés
RANVILLE BREUILLAUD,177,"50,78","105,35","23,96",1,"40,8",142800,"34214,88","36256,92",0,0,"70471,80",47.11F Hypermarchés
REIGNAC,778,"36,59","95,01","24,81",1,"40,8",142800,"35428,68","26125,26",0,0,"61553,94",47.11F Hypermarchés
REPARSAC,606,"36,94","86,91","25,46",2,"51,2",179200,"36356,88","33098,24",0,0,"69455,12",47.11F Hypermarchés
RIOUX MARTIN,228,"39,21","86,39","23,8",2,"51,2",179200,"33986,4","35132,16",0,0,"69118,56",47.11F Hypermarchés
RIVIERES,2027,"43,43","108,24","24,76",1,"40,8",142800,"35357,28","31009,02",0,0,"66366,30",47.11F Hypermarchés
RONSENAC,577,"42,54","87,17","23,8",1,"40,8",142800,"33986,4","30373,56",0,0,"64359,96",47.11F Hypermarchés
ROUFFIAC,121,"39,96","79,3","23,8",1,"40,8",142800,"33986,4","28531,44",0,0,"62517,84",47.11F Hypermarchés
ROUGNAC,411,"49,29","115,31","23,8",1,"40,8",142800,"33986,4","35193,06",0,0,"69179,46",47.11F Hypermarchés
ROUILLAC,3013,"46,15","102,56","25,1",1,"40,8",142800,"35842,8","32951,10",0,0,"68793,90",47.11F Hypermarchés
ROULLET ST ESTEPHE,4346,"43,4","99,77","26,53",2,"51,2",179200,"37884,84","38886,40",0,0,"76771,24",47.11F Hypermarchés
ROUSSINES,296,"42,64","158,11","29,03",3,"61,4",214900,"41454,84","45816,68",0,0,"87271,52",47.11F Hypermarchés
ROUZEDE,246,"37,45","115,16","24,76",2,"51,2",179200,"35357,28","33555,20",0,0,"68912,48",47.11F Hypermarchés
RUELLE-SUR-TOUVRE,7505,"48,42","109,83","26,53",1,"40,8",142800,"37884,84","34571,88",0,0,"72456,72",47.11F Hypermarchés
RUFFEC,3522,"61,9","95,5","24,62",1,"40,8",142800,"35157,36","44196,60",0,0,"79353,96",47.11F Hypermarchés
SAINT ADJUTORY,499,"45,82","134,85","24,76",3,"61,4",214900,"35357,28","49233,59",0,0,"84590,87",47.11F Hypermarchés
SAINT AMANT DE BOIXE,1357,"48,58","110,78","21,2",2,"51,2",179200,"30273,6","43527,68",0,0,"73801,28",47.11F Hypermarchés
SAINT CLAUD SUR LE SON,1077,"46,79","120,49","26,36",1,"40,8",142800,"37642,08","33408,06",0,0,"71050,14",47.11F Hypermarchés
SAINT GENIS D'HIERSAC,913,"46,4","103,34","25,1",2,"51,2",179200,"35842,8","41574,40",0,0,"77417,20",47.11F Hypermarchés
SAINT ROMAIN,520,"48,23","89,93","23,8",1,"40,8",142800,"33986,4","34436,22",0,0,"68422,62",47.11F Hypermarchés
SAINT SEVERIN,806,"46,66","85,1","23,8",1,"40,8",142800,"33986,4","33315,24",0,0,"67301,64",47.11F Hypermarchés
SAINT SORNIN,803,"36,93","105,67","24,76",1,"40,8",142800,"35357,28","26368,02",0,0,"61725,30",47.11F Hypermarchés
SAINT YRIEIX CHARENTE,7627,"54,23","92,75","26,53",1,"40,8",142800,"37884,84","38720,22",0,0,"76605,06",47.11F Hypermarchés
SAINT-AMANT-DE-NOUERE,378,"40,24","97,28","25,1",1,"40,8",142800,"35842,8","28731,36",0,0,"64574,16",47.11F Hypermarchés
SAINT-AULAIS-LA-CHAPELLE,232,"40,14","102,12","24,81",2,"51,2",179200,"35428,68","35965,44",0,0,"71394,12",47.11F Hypermarchés
SAINT-AVIT,218,"39,74","70,46","23,8",1,"40,8",142800,"33986,4","28374,36",0,0,"62360,76",47.11F Hypermarchés
SAINT-BONNET,418,"36,6","81,2","24,81",1,"40,8",142800,"35428,68","26132,40",0,0,"61561,08",47.11F Hypermarchés
SAINT-BRICE,998,"45,56","99,55","25,46",2,"51,2",179200,"36356,88","40821,76",0,0,"77178,64",47.11F Hypermarchés
SAINT-CHRISTOPHE,325,"45,79","154,06","28,04",1,"40,8",142800,"40041,12","32694,06",0,0,"72735,18",47.11F Hypermarchés
SAINT-COUTANT,218,"37,96","104,37","28,89",1,"40,8",142800,"41254,92","27103,44",0,0,"68358,36",47.11F Hypermarchés
SAINT-CYBARDEAUX,836,"44,86","96,86","25,1",1,"40,8",142800,"35842,8","32030,04",0,0,"67872,84",47.11F Hypermarchés
SAINT-FELIX,108,"42,11","96,49","24,81",1,"40,8",142800,"35428,68","30066,54",0,0,"65495,22",47.11F Hypermarchés
SAINT-FORT-SUR-LE-NE,391,"44,2","105,27","25,46",1,"40,8",142800,"36356,88","31558,80",0,0,"67915,68",47.11F Hypermarchés
SAINT-FRAIGNE,444,"46,58","111,68","26,71",1,"40,8",142800,"38141,88","33258,12",0,0,"71400,00",47.11F Hypermarchés
SAINT-FRONT,368,"48,34","121,96","27,97",1,"40,8",142800,"39941,16","34514,76",0,0,"74455,92",47.11F Hypermarchés
SAINT-GEORGES,46,"50,43","97,42","24,62",1,"40,8",142800,"35157,36","36007,02",0,0,"71164,38",47.11F Hypermarchés
SAINT-GOURSON,135,"48,71","106,41","24,62",1,"40,8",142800,"35157,36","34778,94",0,0,"69936,30",47.11F Hypermarchés
SAINT-GROUX,135,"38,62","93,78","22,77",1,"40,8",142800,"32515,56","27574,68",0,0,"60090,24",47.11F Hypermarchés
SAINT-LAURENT-DE-CERIS,797,"50,96","123,56","24,96",2,"51,2",179200,"35642,88","45660,16",0,0,"81303,04",47.11F Hypermarchés
SAINT-LAURENT-DE-COGNAC,854,"41,91","84,88","25,46",2,"51,2",179200,"36356,88","37551,36",0,0,"73908,24",47.11F Hypermarchés
SAINT-MARTIAL,129,"40,5","86,89","23,8",2,"51,2",179200,"33986,4","36288,00",0,0,"70274,40",47.11F Hypermarchés
SAINT-MARY,346,"51,2","134,83","31,88",1,"40,8",142800,"45524,64","36556,80",0,0,"82081,44",47.11F Hypermarchés
SAINT-MICHEL,3257,"53,81","91,56","26,53",1,"40,8",142800,"37884,84","38420,34",0,0,"76305,18",47.11F Hypermarchés
SAINT-PALAIS-DU-NE,306,"43,72","90,52","24,81",1,"40,8",142800,"35428,68","31216,08",0,0,"66644,76",47.11F Hypermarchés
SAINT-PREUIL,305,"39,8","95,72","25,46",1,"40,8",142800,"36356,88","28417,20",0,0,"64774,08",47.11F Hypermarchés
SAINT-SATURNIN,1328,"51,84","100,18","26,53",2,"51,2",179200,"37884,84","46448,64",0,0,"84333,48",47.11F Hypermarchés
SAINT-SIMON,224,"41,68","90,84","25,46",1,"40,8",142800,"36356,88","29759,52",0,0,"66116,40",47.11F Hypermarchés
SAINT-SULPICE-DE-COGNAC,1208,"41,93","101,04","25,46",2,"51,2",179200,"36356,88","37569,28",0,0,"73926,16",47.11F Hypermarchés
SAINT-VALLIER,138,"43,78","95,24","24,81",3,"61,4",214900,"35428,68","47041,61",0,0,"82470,29",47.11F Hypermarchés
SAINTE-SEVERE,524,"46,05","95,65","25,46",1,"40,8",142800,"36356,88","32879,70",0,0,"69236,58",47.11F Hypermarchés
SAINTE-SOULINE,124,"40,53","91,01","24,81",1,"40,8",142800,"35428,68","28938,42",0,0,"64367,10",47.11F Hypermarchés
SALLES-D'ANGLES,1038,"40,11","97,45","25,46",1,"40,8",142800,"36356,88","28638,54",0,0,"64995,42",47.11F Hypermarchés
SALLES-DE-BARBEZIEUX,488,"37,53",89,"24,81",1,"40,8",142800,"35428,68","26796,42",0,0,"62225,10",47.11F Hypermarchés
SALLES-DE-VILLEFAGNAN,319,"54,08","111,48","24,62",1,"40,8",142800,"35157,36","38613,12",0,0,"73770,48",47.11F Hypermarchés
SALLES-LAVALETTE,338,"49,38","96,39","23,8",2,"51,2",179200,"33986,4","44244,48",0,0,"78230,88",47.11F Hypermarchés
SAULGOND,534,"44,82","126,49","27,45",1,"40,8",142800,"39198,6","32001,48",0,0,"71200,08",47.11F Hypermarchés
SAUVAGNAC,66,"39,88","117,33","26,92",1,"40,8",142800,"38441,76","28474,32",0,0,"66916,08",47.11F Hypermarchés
SAUVIGNAC,106,"38,74","98,88","24,81",1,"40,8",142800,"35428,68","27660,36",0,0,"63089,04",47.11F Hypermarchés
SEGONZAC,2151,"46,01","102,82","25,46",2,"51,2",179200,"36356,88","41224,96",0,0,"77581,84",47.11F Hypermarchés
SERS,909,"49,8","133,66","26,53",1,"40,8",142800,"37884,84","35557,20",0,0,"73442,04",47.11F Hypermarchés
SIGOGNE,1002,"38,52","92,76","25,46",1,"40,8",142800,"36356,88","27503,28",0,0,"63860,16",47.11F Hypermarchés
SIREUIL,1201,"51,3","87,55","26,53",3,"61,4",214900,"37884,84","55121,85",0,0,"93006,69",47.11F Hypermarchés
SOUFFRIGNAC,129,"31,68","80,37","24,76",2,"51,2",179200,"35357,28","28385,28",0,0,"63742,56",47.11F Hypermarchés
SOUVIGNE,202,"54,02","97,22","24,62",1,"40,8",142800,"35157,36","38570,28",0,0,"73727,64",47.11F Hypermarchés
SOYAUX,10073,53,"118,42","26,53",2,"51,2",179200,"37884,84","47488,00",0,0,"85372,84",47.11F Hypermarchés
ST QUENTIN DE CHALAIS,256,"42,02","82,24","23,8",1,"40,8",142800,"33986,4","30002,28",0,0,"63988,68",47.11F Hypermarchés
ST QUENTIN SUR CHARENTE,220,"42,09","112,87","24,17",1,"40,8",142800,"34514,76","30052,26",0,0,"64567,02",47.11F Hypermarchés
ST-CIERS-SUR-BONNIEURE,347,"45,68","111,41","29,33",1,"40,8",142800,"41883,24","32615,52",0,0,"74498,76",47.11F Hypermarchés
ST-GERMAIN-DE-MONTBRON,482,"40,06","86,87","24,76",1,"40,8",142800,"35357,28","28602,84",0,0,"63960,12",47.11F Hypermarchés
ST-LAURENT-DES-COMBES,92,"38,56","75,77","23,8",1,"40,8",142800,"33986,4","27531,84",0,0,"61518,24",47.11F Hypermarchés
ST-MARTIN-DU-CLOCHER,127,"52,36","104,64","24,62",1,"40,8",142800,"35157,36","37385,04",0,0,"72542,40",47.11F Hypermarchés
ST-MAURICE-DES-LIONS,925,"43,62","118,7","28,58",3,"61,4",214900,"40812,24","46869,69",0,0,"87681,93",47.11F Hypermarchés
ST-MEDARD-DE-BARBEZIEUX,324,"39,38","102,28","24,81",1,"40,8",142800,"35428,68","18838,60",1,33,"54267,28",47.11F Hypermarchés
ST-MEME-LES-CARRIERES,1060,"40,92","94,85","25,46",2,"51,2",179200,"36356,88","36664,32",0,0,"73021,20",47.11F Hypermarchés
ST-SULPICE- DE-RUFFEC,31,"61,64","123,83","24,62",2,"51,2",179200,"35157,36","55229,44",0,0,"90386,80",47.11F Hypermarchés
SUAUX,392,"48,75","145,72","26,86",1,"40,8",142800,"38356,08","34807,50",0,0,"73163,58",47.11F Hypermarchés
TAIZE-AIZIE,588,"54,59","98,34","24,62",1,"40,8",142800,"35157,36","38977,26",0,0,"74134,62",47.11F Hypermarchés
TAPONNAT-FLEURIGNAC,1513,"44,58","119,87","24,76",4,"71,5",250250,"35357,28","55780,73",0,0,"91138,01",47.11F Hypermarchés
TERRES-DE-HAUTE-CHARENTE,4007,"46,43","120,9","23,36",1,"40,8",142800,"33358,08","33151,02",0,0,"66509,10",47.11F Hypermarchés
THEIL-RABIER,166,"50,63","96,7","24,62",1,"40,8",142800,"35157,36","36149,82",0,0,"71307,18",47.11F Hypermarchés
TORSAC,752,"43,2","107,94","26,53",1,"40,8",142800,"37884,84","30844,80",0,0,"68729,64",47.11F Hypermarchés
TOURRIERS,768,"49,42","121,16","24,57",1,"40,8",142800,"35085,96","35285,88",0,0,"70371,84",47.11F Hypermarchés
TOUVERAC,588,"46,33","94,91","24,81",1,"40,8",142800,"35428,68","33079,62",0,0,"68508,30",47.11F Hypermarchés
TOUVRE,1191,"54,59","106,54","26,53",1,"40,8",142800,"37884,84","38977,26",0,0,"76862,10",47.11F Hypermarchés
TRIAC-LAUTRAIT,529,"42,47","92,55","25,46",2,"51,2",179200,"36356,88","38053,12",0,0,"74410,00",47.11F Hypermarchés
TROIS-PALIS,962,"57,82","107,59","26,53",3,"61,4",214900,"37884,84","62127,59",0,0,"100012,43",47.11F Hypermarchés
TURGON,89,"45,31","149,65","32,61",2,"51,2",179200,"46567,08","40597,76",0,0,"87164,84",47.11F Hypermarchés
TUSSON,229,"49,36","110,58","23,11",2,"51,2",179200,"33001,08","44226,56",0,0,"77227,64",47.11F Hypermarchés
VAL DES VIGNES,1424,"40,85","85,54","24,81",1,"40,8",142800,"35428,68","29166,90",0,0,"64595,58",47.11F Hypermarchés
VAL-D'AUGE,821,"41,58","102,47","25,1",1,"40,8",142800,"35842,8","29688,12",0,0,"65530,92",47.11F Hypermarchés
VAL-DE-BONNIEURE,1324,"50,9","113,87","26,61",1,"40,8",142800,"37999,08","36342,60",0,0,"74341,68",47.11F Hypermarchés
VALENCE,195,"47,41","117,27","25,99",2,"51,2",179200,"37113,72","42479,36",0,0,"79593,08",47.11F Hypermarchés
VARS,2201,"50,67","110,5","27,28",1,"40,8",142800,"38955,84","36178,38",0,0,"75134,22",47.11F Hypermarchés
VAUX LAVALETTE,85,"35,77","75,19","23,8",1,"40,8",142800,"33986,4","25539,78",0,0,"59526,18",47.11F Hypermarchés
VAUX-ROUILLAC,301,"48,65","105,68","25,1",1,"40,8",142800,"35842,8","34736,10",0,0,"70578,90",47.11F Hypermarchés
VENTOUSE,124,"45,43","112,28","24,04",1,"40,8",142800,"34329,12","32437,02",0,0,"66766,14",47.11F Hypermarchés
VERDILLE,381,"46,52","100,53","23,75",1,"40,8",142800,33915,"33215,28",0,0,"67130,28",47.11F Hypermarchés
VERNEUIL,104,"41,29","116,12","30,96",1,"40,8",142800,"44210,88","29481,06",0,0,"73691,94",47.11F Hypermarchés
VERRIERES,355,"40,92","104,88","25,46",2,"51,2",179200,"36356,88","36664,32",0,0,"73021,20",47.11F Hypermarchés
VERTEUIL SUR CHARENTE,631,"54,81","110,89","24,62",1,"40,8",142800,"35157,36","39134,34",0,0,"74291,70",47.11F Hypermarchés
VERVANT,148,"50,83","111,16","35,85",1,"40,8",142800,"51193,8","36292,62",0,0,"87486,42",47.11F Hypermarchés
VIBRAC,288,"47,49","131,6","25,46",1,"40,8",142800,"36356,88","33907,86",0,0,"70264,74",47.11F Hypermarchés
VIEUX-RUFFEC,111,"38,97","108,75","24,8",1,"40,8",142800,"35414,4","27824,58",0,0,"63238,98",47.11F Hypermarchés
VIGNOLLES,174,"33,84","76,62","24,81",1,"40,8",142800,"35428,68","24161,76",0,0,"59590,44",47.11F Hypermarchés
VILLEBOIS LAVALETTE,736,"43,05","92,3","23,8",2,"51,2",179200,"33986,4","38572,80",0,0,"72559,20",47.11F Hypermarchés
VILLEFAGNAN,993,"59,61","116,46","24,62",2,"51,2",179200,"35157,36","53410,56",0,0,"88567,92",47.11F Hypermarchés
VILLEJOUBERT,339,"53,37","158,96","34,57",1,"40,8",142800,"49365,96","38106,18",0,0,"87472,14",47.11F Hypermarchés
VILLIERS-LE-ROUX,138,"51,58","101,76","24,62",1,"40,8",142800,"35157,36","36828,12",0,0,"71985,48",47.11F Hypermarchés
VILLOGNON,316,"52,1","111,06","24,9",1,"40,8",142800,"35557,2","37199,40",0,0,"72756,60",47.11F Hypermarchés
VINDELLE,1119,"45,15","106,48","26,53",2,"51,2",179200,"37884,84","40454,40",0,0,"78339,24",47.11F Hypermarchés
VITRAC-SAINT-VINCENT,514,"46,97","128,07","25,63",1,"40,8",142800,"36599,64","33536,58",0,0,"70136,22",47.11F Hypermarchés
VOEUIL-ET-GIGET,1575,"48,03","100,08","26,53",3,"61,4",214900,"37884,84","51608,24",0,0,"89493,08",47.11F Hypermarchés
VOUHARTE,330,"54,67","110,01","25,96",1,"40,8",142800,"37070,88","39034,38",0,0,"76105,26",47.11F Hypermarchés
VOULGEZAC,246,"41,12","80,2","26,53",1,"40,8",142800,"37884,84","29359,68",0,0,"67244,52",47.11F Hypermarchés
VOUTHON,417,"37,95","107,93","24,76",1,"40,8",142800,"35357,28","27096,30",0,0,"62453,58",47.11F Hypermarchés
VOUZAN,819,"46,74","103,39","26,53",1,"40,8",142800,"37884,84","33372,36",0,0,"71257,20",47.11F Hypermarchés
XAMBES,258,"54,88","134,16","25,35",1,"40,8",142800,"36199,8","39184,32",0,0,"75384,12",47.11F Hypermarchés
YVIERS,533,"39,74","92,14","23,8",1,"40,8",142800,"33986,4","28374,36",0,0,"62360,76",47.11F Hypermarchés
YVRAC-ET-MALLEYRAND,568,"49,15","123,76","24,76",1,"40,8",142800,"35357,28","35093,10",0,0,"70450,38",47.11F Hypermarchés
ABZAC,504,"40,31","114,06","26,44",1,"26,9",3497,"924,61","704,82",0,0,"1629,43",59.13B Édition et distribution vidéo
AGRIS,867,"45,2","125,54","24,76",1,"26,9",3497,"865,86","708,92",1,"10,3","1574,78",59.13B Édition et distribution vidéo
AIGRE,1618,"44,68","101,48","25,12",2,"73,7",9581,"878,45","2140,40",0,0,"3018,84",59.13B Édition et distribution vidéo
ALLOUE,474,"44,22","120,32","27,04",1,"26,9",3497,"945,59","773,19",0,0,"1718,78",59.13B Édition et distribution vidéo
AMBERAC,312,"49,28","124,34","29,48",1,"26,9",3497,"1030,92","772,91",1,"10,3","1803,83",59.13B Édition et distribution vidéo
AMBERNAC,386,"40,67","131,22","27,15",1,"26,9",3497,"949,44","637,87",1,"10,3","1587,31",59.13B Édition et distribution vidéo
ANAIS,589,"41,19","95,23","28,2",2,"73,7",9581,"986,15","1769,97",1,"10,3","2756,12",59.13B Édition et distribution vidéo
ANGEAC CHAMPAGNE,512,"35,54","91,83","25,46",2,"73,7",9581,"890,34","1702,54",0,0,"2592,88",59.13B Édition et distribution vidéo
ANGEAC CHARENTE,327,"39,34","91,91","25,46",1,"26,9",3497,"890,34","687,86",0,0,"1578,20",59.13B Édition et distribution vidéo
ANGEDUC,128,"37,82","78,7","24,81",1,"26,9",3497,"867,61","593,17",1,"10,3","1460,78",59.13B Édition et distribution vidéo
ANGOULEME,43290,"62,43","124,18","26,53",4,"103,6",13468,"927,75","3771,02",1,"10,3","4698,77",59.13B Édition et distribution vidéo
ANSAC SUR VIENNE,850,45,"132,89","25,87",2,"73,7",9581,"904,67","2155,73",0,0,"3060,40",59.13B Édition et distribution vidéo
ARS,727,"41,6","103,79","25,46",2,"73,7",9581,"890,34","1992,85",0,0,"2883,18",59.13B Édition et distribution vidéo
ASNIERES SUR NOUERE,1271,"40,76","93,52","26,53",1,"26,9",3497,"927,75","712,69",0,0,"1640,44",59.13B Édition et distribution vidéo
AUBETERRE SUR DRONNE,351,"54,67","110,97","23,8",2,"73,7",9581,"832,29","2618,97",0,0,"3451,25",59.13B Édition et distribution vidéo
AUNAC SUR CHARENTE,601,"45,72","107,06","27,49",1,"26,9",3497,"961,33","799,41",0,0,"1760,74",59.13B Édition et distribution vidéo
AUSSAC-VADALLE,524,"49,87","123,55","26,64",1,"26,9",3497,"931,60","871,98",0,0,"1803,58",59.13B Édition et distribution vidéo
BAIGNES STE RADEGONDE,1268,"52,81","113,33","24,81",1,"26,9",3497,"867,61","923,38",0,0,"1790,99",59.13B Édition et distribution vidéo
BALZAC,1386,"45,62","102,17","26,53",2,"73,7",9581,"927,75","2185,43",0,0,"3113,18",59.13B Édition et distribution vidéo
BARBEZIERES,129,"46,64","113,02","22,83",2,"73,7",9581,"798,37","2234,29",0,0,"3032,65",59.13B Édition et distribution vidéo
BARBEZIEUX ST HILAIRE,4891,"44,27","99,56","24,81",1,"26,9",3497,"867,61","694,33",1,"10,3","1561,94",59.13B Édition et distribution vidéo
BARDENAC,231,"47,92","86,84","23,8",2,"73,7",9581,"832,29","2295,61",0,0,"3127,89",59.13B Édition et distribution vidéo
BARRET,1074,"45,02","95,44","24,81",2,"73,7",9581,"867,61","1934,54",1,"10,3","2802,15",59.13B Édition et distribution vidéo
BARRO,421,52,"91,87","24,62",2,"73,7",9581,"860,96","2234,48",1,"10,3","3095,44",59.13B Édition et distribution vidéo
BASSAC,524,"42,95","100,51","25,46",1,"26,9",3497,"890,34","673,63",1,"10,3","1563,97",59.13B Édition et distribution vidéo
BAZAC,146,"42,48","81,42","23,8",2,"73,7",9581,"832,29","1825,40",1,"10,3","2657,68",59.13B Édition et distribution vidéo
BEAULIEU-SUR-SONNETTE,204,"41,34","119,29","26,76",1,"26,9",3497,"935,80","648,38",1,"10,3","1584,18",59.13B Édition et distribution vidéo
BECHERESSE,300,"37,52","78,49","24,81",1,"26,9",3497,"867,61","588,47",1,"10,3","1456,07",59.13B Édition et distribution vidéo
BELLEVIGNE,1333,"34,4","86,83","25,46",1,"26,9",3497,"890,34","601,48",0,0,"1491,82",59.13B Édition et distribution vidéo
BELLON,146,"47,76","86,76","23,8",1,"26,9",3497,"832,29","749,07",1,"10,3","1581,36",59.13B Édition et distribution vidéo
BENEST,318,"42,78","123,51","28,66",1,"26,9",3497,"1002,24","670,96",1,"10,3","1673,20",59.13B Édition et distribution vidéo
BERNAC,486,"51,91","99,09","24,62",1,"26,9",3497,"860,96","814,16",1,"10,3","1675,12",59.13B Édition et distribution vidéo
BERNEUIL,311,"37,3","101,33","24,81",1,"26,9",3497,"867,61","585,01",1,"10,3","1452,62",59.13B Édition et distribution vidéo
BESSAC,112,"36,33","75,7","23,8",1,"26,9",3497,"832,29","569,80",1,"10,3","1402,09",59.13B Édition et distribution vidéo
BESSE,117,"45,7","109,68","26,83",1,"26,9",3497,"938,25","716,76",1,"10,3","1655,01",59.13B Édition et distribution vidéo
BIOUSSAC,222,"53,18","105,94","24,62",1,"26,9",3497,"860,96","834,08",1,"10,3","1695,04",59.13B Édition et distribution vidéo
BIRAC,372,"32,39","81,8","25,46",1,"26,9",3497,"890,34","508,01",1,"10,3","1398,34",59.13B Édition et distribution vidéo
BLANZAGUET-ST-CYBARD,301,"40,86","87,05","23,8",2,"73,7",9581,"832,29","1957,40",0,0,"2789,68",59.13B Édition et distribution vidéo
BOISBRETEAU,129,"40,02","96,98","24,81",1,"26,9",3497,"867,61","699,75",0,0,"1567,36",59.13B Édition et distribution vidéo
